DS1 - mt_genome_CM029732 - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
JARVIS3_BIN	153732	30915	1.608	1.000	0.405	1.000	0.405	0	542
JARVIS3_BIN	153732	30554	1.589	7.000	0.626	8.000	0.626	0	543
JARVIS3_BIN	153732	30578	1.591	12.000	1.604	12.000	1.604	0	544
JARVIS3_SH	153732	40960	2.131	0.000	0.189	0.000	0.004	0	549
JARVIS3_SH	153732	40960	2.131	0.000	0.157	0.000	0.004	0	550
JARVIS3_SH	153732	40960	2.131	0.000	0.328	0.000	0.004	0	551
JARVIS3_SH	153732	40960	2.131	0.000	0.157	0.000	0.004	0	552
JARVIS3_SH	153732	40960	2.131	0.000	0.243	0.000	0.004	0	553
JARVIS3_SH	153732	40960	2.131	1.000	0.405	0.000	0.004	0	554
JARVIS3_SH	153732	40960	2.131	8.000	0.626	0.000	0.004	0	555
JARVIS3_SH	153732	40960	2.131	12.000	1.604	0.000	0.004	0	556
LZMA	153732	40948	2.130	0.000	0.004	0.000	0.002	0	557
BZIP2	153732	41675	2.168	0.000	0.003	0.000	0.002	0	558
BSC-m03	153732	37429	1.947	0.000	0.007	0.000	0.006	0	559
BSC-m03	153732	37429	1.947	0.000	0.006	0.000	0.006	0	560
BSC-m03	153732	37429	1.947	0.000	0.007	0.000	0.006	0	561
MFC	153736	31665	1.647	0.000	0.339	0.000	0.338	0	562
MFC	153736	30945	1.610	0.000	0.340	0.000	0.339	0	563
MFC	153736	31073	1.616	1.000	0.814	1.000	0.813	0	564
DMcompress	153736	30907	1.608	1.000	0.612	1.000	0.611	0	565
DS7 - RL0048_chloroplast - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	153933	38375	1.994	0.000	0.287	0.000	0.286	0	568
GeCo2	153933	32399	1.683	0.000	0.358	0.000	0.358	0	569
GeCo2	153933	32380	1.682	1.000	0.663	1.000	0.662	0	570
GeCo2	153933	32410	1.684	5.000	1.784	5.000	1.784	0	571
GeCo2	153933	32410	1.684	0.000	0.002	5.000	1.784	0	572
GeCo3	153933	32410	1.684	0.000	0.002	0.000	0.002	0	573
GeCo3	153933	32410	1.684	0.000	0.002	0.000	0.002	0	574
GeCo3	153933	32410	1.684	0.000	0.002	0.000	0.002	0	575
GeCo3	153933	32410	1.684	0.000	0.002	0.000	0.002	0	576
GeCo3	153933	32410	1.684	0.000	0.002	0.000	0.002	0	577
GeCo3	153933	32410	1.684	0.000	0.002	0.000	0.002	0	578
GeCo3	153933	32410	1.684	0.000	0.002	0.000	0.002	0	579
GeCo3	153933	32410	1.684	0.000	0.002	0.000	0.002	0	580
JARVIS1	153933	32282	1.677	0.000	0.182	0.000	0.181	0	581
JARVIS1	153933	32598	1.694	0.000	0.182	0.000	0.181	0	582
JARVIS1	153933	33103	1.720	1.000	0.186	1.000	0.186	0	583
JARVIS1	153933	32884	1.709	5.000	1.138	5.000	1.138	0	584
JARVIS1	153933	32846	1.707	4.000	1.024	4.000	1.024	0	585
JARVIS1	153933	32220	1.674	2.000	0.185	2.000	0.184	0	586
NAF	155860	38385	1.970	0.000	0.003	0.000	0.001	1	587
NAF	155860	39256	2.014	0.000	0.017	0.000	0.001	1	588
NAF	155860	39240	2.014	0.000	0.061	0.000	0.001	1	589
NAF	155860	39240	2.014	0.000	0.315	0.000	0.001	1	590
NAF	155860	38232	1.962	1.000	0.786	0.000	0.001	1	591
NAF	155860	38232	1.962	4.000	3.170	0.000	0.001	1	592
PAQ8	153933	36928	1.919	4.000	0.038	4.000	0.038	0	598
JARVIS2_BIN	153933	37421	1.944	1.000	0.197	1.000	0.197	0	599
JARVIS2_BIN	153933	32431	1.685	2.000	0.198	2.000	0.197	0	600
JARVIS2_BIN	153933	32434	1.685	5.000	0.553	5.000	0.553	0	601
JARVIS2_BIN	153933	32439	1.685	5.000	0.584	5.000	0.584	0	602
JARVIS2_BIN	153933	32378	1.682	2.000	0.553	2.000	0.553	0	603
JARVIS2_BIN	153933	32388	1.683	3.000	0.319	3.000	0.319	0	604
JARVIS2_BIN	153933	32556	1.691	1.000	0.197	1.000	0.197	0	605
JARVIS2_BIN	153933	32544	1.691	4.000	0.319	4.000	0.319	0	606
JARVIS2_BIN	153933	32709	1.699	7.000	0.889	7.000	0.889	0	607
JARVIS2_BIN	153933	32748	1.701	3.000	0.319	3.000	0.319	0	608
JARVIS3_BIN	153933	33528	1.742	0.000	0.160	0.000	0.160	0	609
JARVIS3_BIN	153933	33497	1.740	0.000	0.339	0.000	0.339	0	610
JARVIS3_BIN	153933	32367	1.682	0.000	0.160	0.000	0.160	0	611
JARVIS3_BIN	153933	32323	1.679	0.000	0.250	0.000	0.250	0	612
JARVIS3_BIN	153933	32727	1.700	1.000	0.415	1.000	0.415	0	613
JARVIS3_BIN	153933	32434	1.685	7.000	0.643	7.000	0.643	0	614
JARVIS3_BIN	153933	32474	1.687	12.000	1.683	12.000	1.683	0	615
JARVIS3_SH	153933	40960	2.128	0.000	0.194	0.000	0.004	0	620
JARVIS3_SH	153933	40960	2.128	0.000	0.160	0.000	0.004	0	621
JARVIS3_SH	153933	40960	2.128	0.000	0.339	0.000	0.004	0	622
JARVIS3_SH	153933	40960	2.128	0.000	0.160	0.000	0.004	0	623
JARVIS3_SH	153933	40960	2.128	0.000	0.250	0.000	0.004	0	624
JARVIS3_SH	153933	40960	2.128	1.000	0.415	0.000	0.004	0	625
JARVIS3_SH	153933	40960	2.128	7.000	0.643	0.000	0.004	0	626
JARVIS3_SH	153933	40960	2.128	12.000	1.683	0.000	0.004	0	627
LZMA	153933	41419	2.152	0.000	0.004	0.000	0.002	0	628
BZIP2	153933	41957	2.180	0.000	0.003	0.000	0.002	0	629
BSC-m03	153933	37779	1.963	0.000	0.007	0.000	0.006	0	630
BSC-m03	153933	37779	1.963	0.000	0.007	0.000	0.006	0	631
BSC-m03	153933	37779	1.963	0.000	0.007	0.000	0.006	0	632
MFC	153937	33522	1.742	0.000	0.358	0.000	0.357	0	633
MFC	153937	32703	1.699	0.000	0.359	0.000	0.358	0	634
MFC	153937	32828	1.706	1.000	0.869	1.000	0.868	0	635
DMcompress	153937	32688	1.698	1.000	0.663	1.000	0.662	0	636
DS8 - RL0948_chloroplast - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	156945	39154	1.995	0.000	0.282	0.000	0.282	0	639
GeCo2	156945	31839	1.622	0.000	0.348	0.000	0.348	0	640
GeCo2	156945	31822	1.622	1.000	0.635	1.000	0.635	0	641
GeCo2	156945	31848	1.623	5.000	1.784	5.000	1.784	0	642
GeCo2	156945	31848	1.623	0.000	0.002	5.000	1.784	0	643
GeCo3	156945	31848	1.623	0.000	0.002	0.000	0.002	0	644
GeCo3	156945	31848	1.623	0.000	0.002	0.000	0.002	0	645
GeCo3	156945	31848	1.623	0.000	0.002	0.000	0.002	0	646
GeCo3	156945	31848	1.623	0.000	0.002	0.000	0.002	0	647
GeCo3	156945	31848	1.623	0.000	0.002	0.000	0.002	0	648
GeCo3	156945	31848	1.623	0.000	0.002	0.000	0.002	0	649
GeCo3	156945	31848	1.623	0.000	0.002	0.000	0.002	0	650
GeCo3	156945	31848	1.623	0.000	0.002	0.000	0.002	0	651
JARVIS1	156945	31801	1.621	0.000	0.180	0.000	0.180	0	652
JARVIS1	156945	32108	1.636	0.000	0.180	0.000	0.180	0	653
JARVIS1	156945	32581	1.660	1.000	0.186	1.000	0.186	0	654
JARVIS1	156945	32332	1.648	4.000	1.109	5.000	1.109	0	655
JARVIS1	156945	32293	1.646	4.000	0.996	4.000	0.996	0	656
JARVIS1	156945	31731	1.617	2.000	0.185	2.000	0.185	0	657
NAF	158909	38788	1.952	0.000	0.003	0.000	0.001	1	658
NAF	158909	39889	2.008	0.000	0.017	0.000	0.001	1	659
NAF	158909	39853	2.006	0.000	0.061	0.000	0.001	1	660
NAF	158909	39854	2.006	0.000	0.315	0.000	0.001	1	661
NAF	158909	38632	1.944	1.000	0.786	0.000	0.001	1	662
NAF	158909	38632	1.944	4.000	3.170	0.000	0.001	1	663
PAQ8	156945	37420	1.907	4.000	0.038	4.000	0.038	0	669
JARVIS2_BIN	156945	37819	1.927	1.000	0.198	1.000	0.198	0	670
JARVIS2_BIN	156945	31836	1.622	2.000	0.198	2.000	0.198	0	671
JARVIS2_BIN	156945	31787	1.620	5.000	0.543	5.000	0.543	0	672
JARVIS2_BIN	156945	31788	1.620	5.000	0.575	5.000	0.575	0	673
JARVIS2_BIN	156945	31740	1.617	2.000	0.543	2.000	0.543	0	674
JARVIS2_BIN	156945	31752	1.618	3.000	0.318	3.000	0.318	0	675
JARVIS2_BIN	156945	31991	1.630	1.000	0.197	1.000	0.197	0	676
JARVIS2_BIN	156945	31911	1.626	4.000	0.318	4.000	0.318	0	677
JARVIS2_BIN	156945	32174	1.640	7.000	0.862	7.000	0.862	0	678
JARVIS2_BIN	156945	32151	1.638	3.000	0.318	3.000	0.318	0	679
JARVIS3_BIN	156945	33261	1.695	0.000	0.158	0.000	0.158	0	680
JARVIS3_BIN	156945	33254	1.695	0.000	0.334	0.000	0.334	0	681
JARVIS3_BIN	156945	31879	1.624	0.000	0.159	0.000	0.158	0	682
JARVIS3_BIN	156945	31884	1.625	0.000	0.247	0.000	0.247	0	683
JARVIS3_BIN	156945	32117	1.637	1.000	0.411	1.000	0.411	0	684
JARVIS3_BIN	156945	31783	1.620	8.000	0.634	8.000	0.634	0	685
JARVIS3_BIN	156945	31812	1.621	12.000	1.648	12.000	1.647	0	686
JARVIS3_SH	156945	40960	2.087	0.000	0.192	0.000	0.004	0	691
JARVIS3_SH	156945	40960	2.087	0.000	0.158	0.000	0.004	0	692
JARVIS3_SH	156945	40960	2.087	0.000	0.334	0.000	0.004	0	693
JARVIS3_SH	156945	40960	2.087	0.000	0.159	0.000	0.004	0	694
JARVIS3_SH	156945	40960	2.087	0.000	0.247	0.000	0.004	0	695
JARVIS3_SH	156945	40960	2.087	1.000	0.411	0.000	0.004	0	696
JARVIS3_SH	156945	40960	2.087	8.000	0.634	0.000	0.004	0	697
JARVIS3_SH	156945	40960	2.087	12.000	1.648	0.000	0.004	0	698
LZMA	156945	41822	2.131	0.000	0.004	0.000	0.002	0	699
BZIP2	156945	42637	2.173	0.000	0.003	0.000	0.002	0	700
BSC-m03	156945	38325	1.953	0.000	0.007	0.000	0.006	0	701
BSC-m03	156945	38325	1.953	0.000	0.007	0.000	0.006	0	702
BSC-m03	156945	38325	1.953	0.000	0.007	0.000	0.006	0	703
MFC	156949	32932	1.678	0.000	0.348	0.000	0.347	0	704
MFC	156949	32131	1.637	0.000	0.349	0.000	0.348	0	705
MFC	156949	32263	1.644	1.000	0.840	1.000	0.839	0	706
DMcompress	156949	32059	1.634	1.000	0.635	1.000	0.635	0	707
DS9 - RL0949_chloroplast - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	161043	39993	1.986	0.000	0.292	0.000	0.291	0	710
GeCo2	161043	32372	1.608	0.000	0.359	0.000	0.359	0	711
GeCo2	161043	32364	1.607	1.000	0.661	1.000	0.661	0	712
GeCo2	161043	32412	1.610	5.000	1.784	5.000	1.784	0	713
GeCo2	161043	32412	1.610	0.000	0.002	5.000	1.784	0	714
GeCo3	161043	32412	1.610	0.000	0.002	0.000	0.002	0	715
GeCo3	161043	32412	1.610	0.000	0.002	0.000	0.002	0	716
GeCo3	161043	32412	1.610	0.000	0.002	0.000	0.002	0	717
GeCo3	161043	32412	1.610	0.000	0.002	0.000	0.002	0	718
GeCo3	161043	32412	1.610	0.000	0.002	0.000	0.002	0	719
GeCo3	161043	32412	1.610	0.000	0.002	0.000	0.002	0	720
GeCo3	161043	32412	1.610	0.000	0.002	0.000	0.002	0	721
GeCo3	161043	32412	1.610	0.000	0.002	0.000	0.002	0	722
JARVIS1	161043	32370	1.608	0.000	0.183	0.000	0.183	0	723
JARVIS1	161043	32741	1.626	0.000	0.183	0.000	0.183	0	724
JARVIS1	161043	33143	1.646	1.000	0.188	1.000	0.188	0	725
JARVIS1	161043	32900	1.634	5.000	1.139	5.000	1.139	0	726
JARVIS1	161043	32862	1.632	4.000	1.024	4.000	1.024	0	727
JARVIS1	161043	32252	1.602	1.000	0.187	1.000	0.187	0	728
NAF	163059	40105	1.967	0.000	0.003	0.000	0.001	1	729
NAF	163059	40962	2.009	0.000	0.017	0.000	0.001	1	730
NAF	163059	40927	2.007	0.000	0.061	0.000	0.001	1	731
NAF	163059	40927	2.007	0.000	0.315	0.000	0.001	1	732
NAF	163059	39914	1.958	1.000	0.786	0.000	0.001	1	733
NAF	163059	39914	1.958	4.000	3.170	0.000	0.001	1	734
PAQ8	161043	38212	1.898	4.000	0.038	4.000	0.038	0	740
JARVIS2_BIN	161043	38787	1.926	1.000	0.198	1.000	0.198	0	741
JARVIS2_BIN	161043	32469	1.612	2.000	0.198	2.000	0.198	0	742
JARVIS2_BIN	161043	32461	1.612	5.000	0.555	5.000	0.555	0	743
JARVIS2_BIN	161043	32453	1.612	5.000	0.586	5.000	0.586	0	744
JARVIS2_BIN	161043	32394	1.609	2.000	0.554	2.000	0.554	0	745
JARVIS2_BIN	161043	32399	1.609	3.000	0.319	3.000	0.319	0	746
JARVIS2_BIN	161043	32661	1.622	1.000	0.197	1.000	0.197	0	747
JARVIS2_BIN	161043	32585	1.618	4.000	0.320	4.000	0.319	0	748
JARVIS2_BIN	161043	32829	1.630	7.000	0.889	7.000	0.888	0	749
JARVIS2_BIN	161043	32833	1.631	3.000	0.319	3.000	0.319	0	750
JARVIS3_BIN	161043	33742	1.676	0.000	0.162	0.000	0.162	0	751
JARVIS3_BIN	161043	33729	1.675	0.000	0.347	0.000	0.346	0	752
JARVIS3_BIN	161043	32471	1.613	0.000	0.162	0.000	0.162	0	753
JARVIS3_BIN	161043	32406	1.609	0.000	0.254	0.000	0.254	0	754
JARVIS3_BIN	161043	32861	1.632	1.000	0.422	1.000	0.422	0	755
JARVIS3_BIN	161043	32440	1.611	8.000	0.653	8.000	0.653	0	756
JARVIS3_BIN	161043	32463	1.612	12.000	1.705	12.000	1.704	0	757
JARVIS3_SH	161043	40960	2.034	0.000	0.197	0.000	0.004	0	762
JARVIS3_SH	161043	40960	2.034	0.000	0.162	0.000	0.004	0	763
JARVIS3_SH	161043	40960	2.034	0.000	0.347	0.000	0.004	0	764
JARVIS3_SH	161043	40960	2.034	0.000	0.162	0.000	0.004	0	765
JARVIS3_SH	161043	40960	2.034	0.000	0.254	0.000	0.004	0	766
JARVIS3_SH	161043	40960	2.034	1.000	0.422	0.000	0.004	0	767
JARVIS3_SH	161043	40960	2.034	8.000	0.653	0.000	0.004	0	768
JARVIS3_SH	161043	40960	2.034	12.000	1.705	0.000	0.004	0	769
LZMA	161043	42818	2.127	0.000	0.004	0.000	0.002	0	770
BZIP2	161043	43745	2.173	0.000	0.003	0.000	0.002	0	771
BSC-m03	161043	39413	1.957	0.000	0.007	0.000	0.006	0	772
BSC-m03	161043	39413	1.957	0.000	0.007	0.000	0.006	0	773
BSC-m03	161043	39413	1.957	0.000	0.007	0.000	0.006	0	774
MFC	161047	33530	1.665	0.000	0.360	0.000	0.359	0	775
MFC	161047	32778	1.628	0.000	0.360	0.000	0.359	0	776
MFC	161047	32907	1.634	1.000	0.871	1.000	0.870	0	777
DMcompress	161047	32743	1.626	1.000	0.662	1.000	0.661	0	778
DS10 - test - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	699930	174776	1.997	1.000	0.431	1.000	0.431	0	781
GeCo2	699930	167783	1.917	1.000	0.472	1.000	0.472	0	782
GeCo2	699930	167659	1.916	3.000	1.404	3.000	1.404	0	783
GeCo2	699930	167574	1.915	6.000	1.784	6.000	1.784	0	784
GeCo2	699930	167574	1.915	0.000	0.002	6.000	1.784	0	785
GeCo3	699930	167574	1.915	0.000	0.002	0.000	0.002	0	786
GeCo3	699930	167574	1.915	0.000	0.002	0.000	0.002	0	787
GeCo3	699930	167574	1.915	0.000	0.002	0.000	0.002	0	788
GeCo3	699930	167574	1.915	0.000	0.002	0.000	0.002	0	789
GeCo3	699930	167574	1.915	0.000	0.002	0.000	0.002	0	790
GeCo3	699930	167574	1.915	0.000	0.002	0.000	0.002	0	791
GeCo3	699930	167574	1.915	0.000	0.002	0.000	0.002	0	792
GeCo3	699930	167574	1.915	0.000	0.002	0.000	0.002	0	793
JARVIS1	699930	168061	1.920	1.000	0.229	1.000	0.228	0	794
JARVIS1	699930	166073	1.898	1.000	0.229	1.000	0.228	0	795
JARVIS1	699930	167209	1.911	1.000	0.230	1.000	0.230	0	796
JARVIS1	699930	167774	1.917	6.000	1.994	6.000	1.994	0	797
JARVIS1	699930	168509	1.926	6.000	1.871	6.000	1.871	0	798
JARVIS1	699930	166383	1.901	1.000	0.227	1.000	0.227	0	799
NAF	708682	171706	1.938	0.000	0.004	0.000	0.001	1	800
NAF	708682	179816	2.029	0.000	0.018	0.000	0.001	1	801
NAF	708682	179523	2.026	0.000	0.062	0.000	0.001	1	802
NAF	708682	179515	2.026	0.000	0.316	0.000	0.001	1	803
NAF	708682	171864	1.940	1.000	0.787	0.000	0.001	1	804
NAF	708682	171864	1.940	4.000	3.171	0.000	0.001	1	805
PAQ8	699930	166093	1.898	19.000	0.038	19.000	0.038	0	811
JARVIS2_BIN	699930	169476	1.937	4.000	0.228	4.000	0.228	0	812
JARVIS2_BIN	699930	165893	1.896	5.000	0.228	5.000	0.228	0	813
JARVIS2_BIN	699930	165236	1.888	7.000	0.697	7.000	0.697	0	814
JARVIS2_BIN	699930	165243	1.888	8.000	0.732	8.000	0.732	0	815
JARVIS2_BIN	699930	164773	1.883	8.000	0.697	8.000	0.697	0	816
JARVIS2_BIN	699930	164847	1.884	7.000	0.355	7.000	0.355	0	817
JARVIS2_BIN	699930	167229	1.911	5.000	0.223	5.000	0.223	0	818
JARVIS2_BIN	699930	165832	1.895	6.000	0.356	6.000	0.356	0	819
JARVIS2_BIN	699930	165250	1.888	18.000	1.664	18.000	1.664	0	820
JARVIS2_BIN	699930	166122	1.898	7.000	0.355	6.000	0.355	0	821
JARVIS3_BIN	699930	176361	2.015	0.000	0.185	0.000	0.184	0	822
JARVIS3_BIN	699930	175127	2.001	1.000	0.584	1.000	0.584	0	823
JARVIS3_BIN	699930	167720	1.916	0.000	0.185	0.000	0.184	0	824
JARVIS3_BIN	699930	166943	1.908	1.000	0.341	1.000	0.340	0	825
JARVIS3_BIN	699930	165672	1.893	4.000	0.527	4.000	0.526	0	826
JARVIS3_BIN	699930	165141	1.887	30.000	0.913	30.000	0.912	0	827
JARVIS3_BIN	699930	165020	1.886	46.000	3.586	46.000	3.586	0	828
JARVIS3_SH	699930	174080	1.989	1.000	0.238	0.000	0.004	0	833
JARVIS3_SH	699930	184320	2.106	0.000	0.185	0.000	0.004	0	834
JARVIS3_SH	699930	184320	2.106	1.000	0.584	0.000	0.004	0	835
JARVIS3_SH	699930	174080	1.989	0.000	0.185	0.000	0.004	0	836
JARVIS3_SH	699930	174080	1.989	1.000	0.341	0.000	0.004	0	837
JARVIS3_SH	699930	174080	1.989	4.000	0.527	0.000	0.004	0	838
JARVIS3_SH	699930	174080	1.989	30.000	0.913	0.000	0.004	0	839
JARVIS3_SH	699930	174080	1.989	46.000	3.586	0.000	0.004	0	840
LZMA	699930	181433	2.073	0.000	0.009	0.000	0.003	0	841
BZIP2	699930	187176	2.139	0.000	0.006	0.000	0.002	0	842
BSC-m03	699930	168482	1.925	1.000	0.015	1.000	0.013	0	843
BSC-m03	699930	168482	1.925	1.000	0.015	1.000	0.013	0	844
BSC-m03	699930	168482	1.925	1.000	0.015	1.000	0.013	0	845
MFC	699934	169392	1.936	1.000	0.472	1.000	0.471	0	846
MFC	699934	167644	1.916	1.000	0.473	1.000	0.472	0	847
MFC	699934	167937	1.919	4.000	1.655	3.000	1.654	0	848
DMcompress	699934	166799	1.906	3.000	1.404	3.000	1.403	0	849
DS11 - phyml_tree - s 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	2383187	579540	1.945	2.000	0.499	2.000	0.499	0	852
GeCo2	2383187	511071	1.715	3.000	0.503	3.000	0.503	0	853
GeCo2	2383187	502529	1.686	6.000	1.921	6.000	1.920	0	854
GeCo2	2383187	501266	1.682	10.000	1.784	10.000	1.784	0	855
GeCo2	2383187	501266	1.682	0.000	0.002	10.000	1.784	0	856
GeCo3	2383187	501266	1.682	0.000	0.002	0.000	0.002	0	857
GeCo3	2383187	501266	1.682	0.000	0.002	0.000	0.002	0	858
GeCo3	2383187	501266	1.682	0.000	0.002	0.000	0.002	0	859
GeCo3	2383187	501266	1.682	0.000	0.002	0.000	0.002	0	860
GeCo3	2383187	501266	1.682	0.000	0.002	0.000	0.002	0	861
GeCo3	2383187	501266	1.682	0.000	0.002	0.000	0.002	0	862
GeCo3	2383187	501266	1.682	0.000	0.002	0.000	0.002	0	863
GeCo3	2383187	501266	1.682	0.000	0.002	0.000	0.002	0	864
JARVIS1	2383187	450622	1.512	4.000	0.305	4.000	0.305	0	865
JARVIS1	2383187	426583	1.431	4.000	0.303	4.000	0.303	0	866
JARVIS1	2383187	429901	1.443	5.000	0.320	5.000	0.319	0	867
JARVIS1	2383187	435175	1.460	18.000	2.786	18.000	2.786	0	868
JARVIS1	2383187	434917	1.459	16.000	2.658	16.000	2.658	0	869
JARVIS1	2383187	434973	1.460	6.000	0.301	6.000	0.301	0	870
NAF	3	50	133.333	0.000	0.002	0.000	0.001	0	871
NAF	3	50	133.333	0.000	0.011	0.000	0.001	0	872
NAF	3	50	133.333	0.000	0.037	0.000	0.001	0	873
NAF	3	50	133.333	0.000	0.190	0.000	0.001	0	874
NAF	3	50	133.333	0.000	0.472	0.000	0.001	0	875
NAF	3	50	133.333	2.000	1.902	0.000	0.001	0	876
PAQ8	2383187	573636	1.925	65.000	0.039	65.000	0.039	0	882
JARVIS2_BIN	2383187	412321	1.384	15.000	0.299	15.000	0.299	0	883
JARVIS2_BIN	2383187	413182	1.386	21.000	0.299	21.000	0.299	0	884
JARVIS2_BIN	2383187	414973	1.393	29.000	0.799	28.000	0.799	0	885
JARVIS2_BIN	2383187	413171	1.386	28.000	0.851	28.000	0.851	0	886
JARVIS2_BIN	2383187	413523	1.388	27.000	0.799	27.000	0.799	0	887
JARVIS2_BIN	2383187	392878	1.318	29.000	0.437	29.000	0.437	0	888
JARVIS2_BIN	2383187	406539	1.364	21.000	0.272	22.000	0.272	0	889
JARVIS2_BIN	2383187	394596	1.324	26.000	0.442	26.000	0.442	0	890
JARVIS2_BIN	2383187	403813	1.355	58.000	2.269	58.000	2.269	0	891
JARVIS2_BIN	2383187	394603	1.324	28.000	0.437	28.000	0.437	0	892
JARVIS3_BIN	2383187	19511	.065	1.000	0.191	0.000	0.027	0	893
JARVIS3_BIN	2383187	16559	.055	3.000	0.738	0.000	0.312	0	894
JARVIS3_BIN	2383187	11778	.039	2.000	0.192	0.000	0.085	0	895
JARVIS3_BIN	2383187	402254	1.350	4.000	0.378	4.000	0.378	0	896
JARVIS3_BIN	2383187	401131	1.346	13.000	0.566	13.000	0.566	0	897
JARVIS3_BIN	2383187	389178	1.306	102.000	1.055	102.000	1.055	0	898
JARVIS3_BIN	2383187	381848	1.281	149.000	5.567	148.000	5.567	0	899
JARVIS3_SH	2383187	430080	1.443	2.000	0.254	0.000	0.004	0	904
JARVIS3_SH	2383187	30720	.103	1.000	0.191	0.000	0.004	0	905
JARVIS3_SH	2383187	20480	.068	3.000	0.738	0.000	0.004	0	906
JARVIS3_SH	2383187	20480	.068	2.000	0.191	0.000	0.004	0	907
JARVIS3_SH	2383187	409600	1.374	4.000	0.378	0.000	0.004	0	908
JARVIS3_SH	2383187	409600	1.374	13.000	0.566	0.000	0.004	0	909
JARVIS3_SH	2383187	399360	1.340	102.000	1.055	0.000	0.004	0	910
JARVIS3_SH	2383187	389120	1.306	148.000	5.567	0.000	0.004	0	911
LZMA	2383187	453142	1.521	3.000	0.023	0.000	0.004	0	912
BZIP2	2383187	640067	2.148	0.000	0.007	0.000	0.002	0	913
BSC-m03	2383187	568060	1.906	4.000	0.040	3.000	0.034	0	914
BSC-m03	2383187	568060	1.906	4.000	0.040	3.000	0.034	0	915
BSC-m03	2383187	568060	1.906	4.000	0.040	3.000	0.034	0	916
MFC	2383191	568711	1.909	2.000	0.503	2.000	0.502	0	917
MFC	2383191	562606	1.888	2.000	0.503	2.000	0.502	0	918
MFC	2383191	563474	1.891	7.000	2.186	6.000	2.185	0	919
DMcompress	2383191	563278	1.890	6.000	1.921	5.000	1.920	0	920
DS12 - Spheniscus_demersus.cds.v1 - s 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	21685476	5373280	1.982	10.000	0.503	10.000	0.503	0	923
GeCo2	21685476	5162481	1.904	24.000	0.503	24.000	0.503	0	924
GeCo2	21685476	5152879	1.900	28.000	2.003	28.000	2.002	0	925
GeCo2	21685476	5119584	1.888	48.000	1.784	47.000	1.784	0	926
GeCo2	21685476	5119584	1.888	0.000	0.002	47.000	1.784	0	927
GeCo3	21685476	5119584	1.888	0.000	0.002	0.000	0.002	0	928
GeCo3	21685476	5119584	1.888	0.000	0.002	0.000	0.002	0	929
GeCo3	21685476	5119584	1.888	0.000	0.002	0.000	0.002	0	930
GeCo3	21685476	5119584	1.888	0.000	0.002	0.000	0.002	0	931
GeCo3	21685476	5119584	1.888	0.000	0.002	0.000	0.002	0	932
GeCo3	21685476	5119584	1.888	0.000	0.002	0.000	0.002	0	933
GeCo3	21685476	5119584	1.888	0.000	0.002	0.000	0.002	0	934
GeCo3	21685476	5119584	1.888	0.000	0.002	0.000	0.002	0	935
JARVIS1	21685476	5142344	1.897	44.000	1.025	44.000	1.025	0	936
JARVIS1	21685476	5088017	1.877	50.000	1.027	54.000	1.027	0	937
JARVIS1	21685476	5062680	1.867	46.000	1.261	46.000	1.261	0	938
JARVIS1	21685476	5044493	1.860	140.000	5.696	141.000	5.696	0	939
JARVIS1	21685476	5065231	1.868	131.000	5.565	130.000	5.565	0	940
JARVIS1	21685476	5131247	1.892	69.000	0.738	69.000	0.737	0	941
NAF	21956547	5340525	1.945	0.000	0.006	0.000	0.001	1	942
NAF	21956547	5654139	2.060	1.000	0.022	0.000	0.001	1	943
NAF	21956547	5673852	2.067	2.000	0.068	0.000	0.001	1	944
NAF	21956547	5649872	2.058	8.000	0.322	0.000	0.001	1	945
NAF	21956547	5286403	1.926	21.000	0.799	0.000	0.001	1	946
NAF	21956547	5286183	1.926	25.000	3.183	0.000	0.001	1	947
PAQ8	21685476	5115518	1.887	594.000	0.039	593.000	0.039	0	953
JARVIS2_BIN	21685476	5147738	1.899	141.000	0.696	143.000	0.696	0	954
JARVIS2_BIN	21685476	5027484	1.854	198.000	0.696	200.000	0.696	0	955
JARVIS2_BIN	21685476	5011612	1.848	266.000	1.197	267.000	1.197	0	956
JARVIS2_BIN	21685476	4971678	1.834	248.000	1.808	245.000	1.808	0	957
JARVIS2_BIN	21685476	5008828	1.847	251.000	1.196	249.000	1.196	0	958
JARVIS2_BIN	21685476	4963580	1.831	256.000	1.135	256.000	1.134	0	959
